,Unnamed: 0,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,c-type,Rlow,Ravg,Rhigh,Phx10
1399,1399,Gujarat,VADODARA,1997,Whole Year ,Cotton(lint),149800,246100.0,2,,,,76.0
1400,1400,Gujarat,VADODARA,1997,Whole Year ,Maize,49200,86300.0,2,,,,76.0
1401,1401,Gujarat,VADODARA,1997,Whole Year ,Onion,100,3500.0,1,,,,74.0
1402,1402,Gujarat,VADODARA,1997,Whole Year ,Potato,800,17400.0,2,,,,76.0
1403,1403,Gujarat,VADODARA,1997,Whole Year ,Pulses total,125600,936.0,2,,,,76.0
1404,1404,Gujarat,VADODARA,1997,Whole Year ,Rice,54700,54700.0,1,,,,74.0
1405,1405,Gujarat,VADODARA,1997,Whole Year ,Sesamum,1400,800.0,2,,,,76.0
1406,1406,Gujarat,VADODARA,1997,Whole Year ,Sugarcane,1400,104000.0,2,,,,76.0
1407,1407,Gujarat,VADODARA,1997,Whole Year ,Tobacco,25800,31400.0,1,,,,74.0
1408,1408,Gujarat,VADODARA,1998,Kharif     ,Arhar/Tur,99900,85600.0,2,,,,76.0
1409,1409,Gujarat,VADODARA,1998,Kharif     ,Bajra,6900,5400.0,2,,,,76.0
1410,1410,Gujarat,VADODARA,1998,Kharif     ,Castor seed,14300,16400.0,2,,,,76.0
1411,1411,Gujarat,VADODARA,1998,Kharif     ,Cotton(lint),177000,368000.0,2,,,,76.0
1412,1412,Gujarat,VADODARA,1998,Kharif     ,Groundnut,1600,2100.0,3,,,,77.0
1413,1413,Gujarat,VADODARA,1998,Kharif     ,Jowar,4300,4500.0,2,,,,76.0
1414,1414,Gujarat,VADODARA,1998,Kharif     ,Maize,46600,78400.0,2,,,,76.0
1415,1415,Gujarat,VADODARA,1998,Kharif     ,Moong(Green Gram),2300,1300.0,2,,,,76.0
1416,1416,Gujarat,VADODARA,1998,Kharif     ,Moth,1200,800.0,2,,,,76.0
1417,1417,Gujarat,VADODARA,1998,Kharif     ,Other Kharif pulses,300,200.0,2,,,,76.0
1418,1418,Gujarat,VADODARA,1998,Kharif     ,Rice,53500,61900.0,1,,,,74.0
1419,1419,Gujarat,VADODARA,1998,Kharif     ,Sesamum,2000,900.0,2,,,,76.0
1420,1420,Gujarat,VADODARA,1998,Kharif     ,Urad,13300,8900.0,2,,,,76.0
1421,1421,Gujarat,VADODARA,1998,Rabi       ,Gram,2100,1500.0,2,,,,76.0
1422,1422,Gujarat,VADODARA,1998,Rabi       ,Jowar,15900,13100.0,2,,,,76.0
1423,1423,Gujarat,VADODARA,1998,Rabi       ,Other  Rabi pulses,200,100.0,2,,,,76.0
1424,1424,Gujarat,VADODARA,1998,Rabi       ,Rapeseed &Mustard,300,500.0,2,,,,76.0
1425,1425,Gujarat,VADODARA,1998,Rabi       ,Small millets,1300,600.0,2,,,,76.0
1426,1426,Gujarat,VADODARA,1998,Rabi       ,Wheat,19800,33600.0,2,,,,76.0
1427,1427,Gujarat,VADODARA,1998,Summer     ,Bajra,5900,10900.0,2,,,,76.0
1428,1428,Gujarat,VADODARA,1998,Summer     ,Groundnut,11100,16100.0,3,,,,77.0
1429,1429,Gujarat,VADODARA,1998,Whole Year ,Banana,4800,355600.0,2,,,,76.0
1430,1430,Gujarat,VADODARA,1998,Whole Year ,Dry chillies,900,600.0,2,,,,76.0
1431,1431,Gujarat,VADODARA,1998,Whole Year ,Oilseeds total,29300,36000.0,2,,,,76.0
1432,1432,Gujarat,VADODARA,1998,Whole Year ,Onion,200,6500.0,1,,,,74.0
1433,1433,Gujarat,VADODARA,1998,Whole Year ,Potato,600,13400.0,2,,,,76.0
1434,1434,Gujarat,VADODARA,1998,Whole Year ,Pulses total,119300,98400.0,2,,,,76.0
1435,1435,Gujarat,VADODARA,1998,Whole Year ,Sugarcane,3100,211000.0,2,,,,76.0
1436,1436,Gujarat,VADODARA,1998,Whole Year ,Tobacco,21700,24600.0,1,,,,74.0
1437,1437,Gujarat,VADODARA,1999,Kharif     ,Arhar/Tur,100600,83800.0,2,,,,76.0
1438,1438,Gujarat,VADODARA,1999,Kharif     ,Bajra,7900,6800.0,2,,,,76.0
1439,1439,Gujarat,VADODARA,1999,Kharif     ,Castor seed,11700,15100.0,2,,,,76.0
1440,1440,Gujarat,VADODARA,1999,Kharif     ,Cotton(lint),178000,289400.0,2,,,,76.0
1441,1441,Gujarat,VADODARA,1999,Kharif     ,Groundnut,1200,400.0,3,,,,77.0
1442,1442,Gujarat,VADODARA,1999,Kharif     ,Jowar,4200,5700.0,2,,,,76.0
1443,1443,Gujarat,VADODARA,1999,Kharif     ,Maize,49600,59600.0,2,,,,76.0
1444,1444,Gujarat,VADODARA,1999,Kharif     ,Moong(Green Gram),1600,500.0,2,,,,76.0
1445,1445,Gujarat,VADODARA,1999,Kharif     ,Moth,500,200.0,2,,,,76.0
1446,1446,Gujarat,VADODARA,1999,Kharif     ,Other Kharif pulses,300,200.0,2,,,,76.0
1447,1447,Gujarat,VADODARA,1999,Kharif     ,Rice,48300,26800.0,1,,,,74.0
1448,1448,Gujarat,VADODARA,1999,Kharif     ,Sesamum,1400,400.0,2,,,,76.0
1449,1449,Gujarat,VADODARA,1999,Kharif     ,Urad,14200,5300.0,2,,,,76.0
1450,1450,Gujarat,VADODARA,1999,Rabi       ,Gram,1800,900.0,2,,,,76.0
1451,1451,Gujarat,VADODARA,1999,Rabi       ,Jowar,18100,15700.0,2,,,,76.0
1452,1452,Gujarat,VADODARA,1999,Rabi       ,Other  Rabi pulses,600,300.0,2,,,,76.0
1453,1453,Gujarat,VADODARA,1999,Rabi       ,Rapeseed &Mustard,200,200.0,2,,,,76.0
1454,1454,Gujarat,VADODARA,1999,Rabi       ,Small millets,4700,1600.0,2,,,,76.0
1455,1455,Gujarat,VADODARA,1999,Rabi       ,Wheat,15100,35800.0,2,,,,76.0
1456,1456,Gujarat,VADODARA,1999,Summer     ,Bajra,6400,11300.0,2,,,,76.0
1457,1457,Gujarat,VADODARA,1999,Summer     ,Groundnut,3900,6600.0,3,,,,77.0
1458,1458,Gujarat,VADODARA,1999,Whole Year ,Banana,3700,276100.0,2,,,,76.0
1459,1459,Gujarat,VADODARA,1999,Whole Year ,Dry chillies,1300,500.0,2,,,,76.0
1460,1460,Gujarat,VADODARA,1999,Whole Year ,Onion,300,6700.0,1,,,,74.0
1461,1461,Gujarat,VADODARA,1999,Whole Year ,Potato,600,14000.0,2,,,,76.0
1462,1462,Gujarat,VADODARA,1999,Whole Year ,Sugarcane,2100,145000.0,2,,,,76.0
1463,1463,Gujarat,VADODARA,1999,Whole Year ,Tobacco,23800,25700.0,1,,,,74.0
1464,1464,Gujarat,VADODARA,2000,Kharif     ,Arhar/Tur,90600,32500.0,2,,,,76.0
1465,1465,Gujarat,VADODARA,2000,Kharif     ,Bajra,8100,7100.0,2,,,,76.0
1466,1466,Gujarat,VADODARA,2000,Kharif     ,Castor seed,15300,11100.0,2,,,,76.0
1467,1467,Gujarat,VADODARA,2000,Kharif     ,Cotton(lint),157700,173500.0,2,,,,76.0
1468,1468,Gujarat,VADODARA,2000,Kharif     ,Groundnut,2100,800.0,3,,,,77.0
1469,1469,Gujarat,VADODARA,2000,Kharif     ,Jowar,5800,2700.0,2,,,,76.0
1470,1470,Gujarat,VADODARA,2000,Kharif     ,Maize,50200,46700.0,2,,,,76.0
1471,1471,Gujarat,VADODARA,2000,Kharif     ,Moong(Green Gram),2100,600.0,2,,,,76.0
1472,1472,Gujarat,VADODARA,2000,Kharif     ,Moth,400,,2,,,,76.0
1473,1473,Gujarat,VADODARA,2000,Kharif     ,Other Kharif pulses,800,400.0,2,,,,76.0
1474,1474,Gujarat,VADODARA,2000,Kharif     ,Rice,51500,6100.0,1,,,,74.0
1475,1475,Gujarat,VADODARA,2000,Kharif     ,Sesamum,1700,500.0,2,,,,76.0
1476,1476,Gujarat,VADODARA,2000,Kharif     ,Urad,10500,1800.0,2,,,,76.0
1477,1477,Gujarat,VADODARA,2000,Rabi       ,Gram,900,500.0,2,,,,76.0
1478,1478,Gujarat,VADODARA,2000,Rabi       ,Jowar,10000,2700.0,2,,,,76.0
1479,1479,Gujarat,VADODARA,2000,Rabi       ,Other  Rabi pulses,500,300.0,2,,,,76.0
1480,1480,Gujarat,VADODARA,2000,Rabi       ,Rapeseed &Mustard,100,100.0,2,,,,76.0
1481,1481,Gujarat,VADODARA,2000,Rabi       ,Wheat,6000,14400.0,2,,,,76.0
1482,1482,Gujarat,VADODARA,2000,Summer     ,Bajra,3200,5800.0,2,,,,76.0
1483,1483,Gujarat,VADODARA,2000,Summer     ,Groundnut,1000,2100.0,3,,,,77.0
1484,1484,Gujarat,VADODARA,2000,Whole Year ,Banana,4200,308600.0,2,,,,76.0
1485,1485,Gujarat,VADODARA,2000,Whole Year ,Dry chillies,2600,1000.0,2,,,,76.0
1486,1486,Gujarat,VADODARA,2000,Whole Year ,Guar seed,1700,400.0,2,,,,76.0
1487,1487,Gujarat,VADODARA,2000,Whole Year ,Onion,100,1100.0,1,,,,74.0
1488,1488,Gujarat,VADODARA,2000,Whole Year ,Potato,500,10600.0,2,,,,76.0
1489,1489,Gujarat,VADODARA,2000,Whole Year ,Sugarcane,1000,76000.0,2,,,,76.0
1490,1490,Gujarat,VADODARA,2000,Whole Year ,Tobacco,15800,18800.0,1,,,,74.0
1491,1491,Gujarat,VADODARA,2001,Kharif     ,Arhar/Tur,96300,49200.0,2,,,,76.0
1492,1492,Gujarat,VADODARA,2001,Kharif     ,Bajra,9300,9900.0,2,,,,76.0
1493,1493,Gujarat,VADODARA,2001,Kharif     ,Castor seed,7500,9400.0,2,,,,76.0
1494,1494,Gujarat,VADODARA,2001,Kharif     ,Cotton(lint),178100,158400.0,2,,,,76.0
1495,1495,Gujarat,VADODARA,2001,Kharif     ,Groundnut,2300,3200.0,3,,,,77.0
1496,1496,Gujarat,VADODARA,2001,Kharif     ,Jowar,2700,3600.0,2,,,,76.0
1497,1497,Gujarat,VADODARA,2001,Kharif     ,Maize,54600,105100.0,2,,,,76.0
1498,1498,Gujarat,VADODARA,2001,Kharif     ,Moong(Green Gram),2300,1000.0,2,,,,76.0
1499,1499,Gujarat,VADODARA,2001,Kharif     ,Moth,400,100.0,2,,,,76.0
1500,1500,Gujarat,VADODARA,2001,Kharif     ,Other Kharif pulses,1000,600.0,2,,,,76.0
1501,1501,Gujarat,VADODARA,2001,Kharif     ,Rice,58600,48700.0,1,,,,74.0
1502,1502,Gujarat,VADODARA,2001,Kharif     ,Sesamum,2400,1400.0,2,,,,76.0
1503,1503,Gujarat,VADODARA,2001,Kharif     ,Small millets,100,,2,,,,76.0
1504,1504,Gujarat,VADODARA,2001,Kharif     ,Urad,16200,11200.0,2,,,,76.0
1505,1505,Gujarat,VADODARA,2001,Rabi       ,Gram,900,500.0,2,,,,76.0
1506,1506,Gujarat,VADODARA,2001,Rabi       ,Jowar,10400,7300.0,2,,,,76.0
1507,1507,Gujarat,VADODARA,2001,Rabi       ,Rapeseed &Mustard,100,100.0,2,,,,76.0
1508,1508,Gujarat,VADODARA,2001,Rabi       ,Wheat,7300,15600.0,2,,,,76.0
1509,1509,Gujarat,VADODARA,2001,Summer     ,Bajra,2600,5100.0,2,,,,76.0
1510,1510,Gujarat,VADODARA,2001,Summer     ,Groundnut,3100,3900.0,3,,,,77.0
1511,1511,Gujarat,VADODARA,2001,Whole Year ,Banana,4600,351100.0,2,,,,76.0
1512,1512,Gujarat,VADODARA,2001,Whole Year ,Dry chillies,1300,600.0,2,,,,76.0
1513,1513,Gujarat,VADODARA,2001,Whole Year ,Guar seed,1400,600.0,2,,,,76.0
1514,1514,Gujarat,VADODARA,2001,Whole Year ,Onion,100,2800.0,1,,,,74.0
1515,1515,Gujarat,VADODARA,2001,Whole Year ,Potato,600,13000.0,2,,,,76.0
1516,1516,Gujarat,VADODARA,2001,Whole Year ,Sugarcane,1200,86000.0,2,,,,76.0
1517,1517,Gujarat,VADODARA,2001,Whole Year ,Tobacco,14000,9800.0,1,,,,74.0
1518,1518,Gujarat,VADODARA,2002,Kharif     ,Arhar/Tur,100000,74500.0,2,,,,76.0
1519,1519,Gujarat,VADODARA,2002,Kharif     ,Bajra,10100,11700.0,2,,,,76.0
1520,1520,Gujarat,VADODARA,2002,Kharif     ,Castor seed,8100,10500.0,2,,,,76.0
1521,1521,Gujarat,VADODARA,2002,Kharif     ,Cotton(lint),158400,243800.0,2,,,,76.0
1522,1522,Gujarat,VADODARA,2002,Kharif     ,Groundnut,1400,700.0,3,,,,77.0
1523,1523,Gujarat,VADODARA,2002,Kharif     ,Jowar,3400,5300.0,2,,,,76.0
1524,1524,Gujarat,VADODARA,2002,Kharif     ,Maize,53800,89900.0,2,,,,76.0
1525,1525,Gujarat,VADODARA,2002,Kharif     ,Moong(Green Gram),1600,500.0,2,,,,76.0
1526,1526,Gujarat,VADODARA,2002,Kharif     ,Moth,500,300.0,2,,,,76.0
1527,1527,Gujarat,VADODARA,2002,Kharif     ,Other Kharif pulses,900,500.0,2,,,,76.0
1528,1528,Gujarat,VADODARA,2002,Kharif     ,Rice,47200,38000.0,1,,,,74.0
1529,1529,Gujarat,VADODARA,2002,Kharif     ,Sesamum,2400,800.0,2,,,,76.0
1530,1530,Gujarat,VADODARA,2002,Kharif     ,Urad,14200,9200.0,2,,,,76.0
1531,1531,Gujarat,VADODARA,2002,Rabi       ,Gram,1200,700.0,2,,,,76.0
1532,1532,Gujarat,VADODARA,2002,Rabi       ,Jowar,9400,8500.0,2,,,,76.0
1533,1533,Gujarat,VADODARA,2002,Rabi       ,Rapeseed &Mustard,400,500.0,2,,,,76.0
1534,1534,Gujarat,VADODARA,2002,Rabi       ,Wheat,10500,24000.0,2,,,,76.0
1535,1535,Gujarat,VADODARA,2002,Summer     ,Bajra,3600,6300.0,2,,,,76.0
1536,1536,Gujarat,VADODARA,2002,Summer     ,Groundnut,4100,7300.0,3,,,,77.0
1537,1537,Gujarat,VADODARA,2002,Whole Year ,Dry chillies,400,200.0,2,,,,76.0
1538,1538,Gujarat,VADODARA,2002,Whole Year ,Guar seed,200,100.0,2,,,,76.0
1539,1539,Gujarat,VADODARA,2002,Whole Year ,Potato,600,12600.0,2,,,,76.0
1540,1540,Gujarat,VADODARA,2002,Whole Year ,Sugarcane,1800,128000.0,2,,,,76.0
1541,1541,Gujarat,VADODARA,2002,Whole Year ,Tobacco,15100,19700.0,1,,,,74.0
1542,1542,Gujarat,VADODARA,2003,Kharif     ,Arhar/Tur,94800,64900.0,2,,,,76.0
1543,1543,Gujarat,VADODARA,2003,Kharif     ,Bajra,10900,14200.0,2,,,,76.0
1544,1544,Gujarat,VADODARA,2003,Kharif     ,Castor seed,5800,8700.0,2,,,,76.0
1545,1545,Gujarat,VADODARA,2003,Kharif     ,Cotton(lint),158100,316400.0,2,,,,76.0
1546,1546,Gujarat,VADODARA,2003,Kharif     ,Groundnut,1700,3800.0,3,,,,77.0
1547,1547,Gujarat,VADODARA,2003,Kharif     ,Jowar,10200,19700.0,2,,,,76.0
1548,1548,Gujarat,VADODARA,2003,Kharif     ,Maize,50400,82300.0,2,,,,76.0
1549,1549,Gujarat,VADODARA,2003,Kharif     ,Moong(Green Gram),2100,1200.0,2,,,,76.0
1550,1550,Gujarat,VADODARA,2003,Kharif     ,Moth,300,200.0,2,,,,76.0
1551,1551,Gujarat,VADODARA,2003,Kharif     ,Other Kharif pulses,100,100.0,2,,,,76.0
1552,1552,Gujarat,VADODARA,2003,Kharif     ,Rice,47200,59400.0,1,,,,74.0
1553,1553,Gujarat,VADODARA,2003,Kharif     ,Sesamum,1800,1100.0,2,,,,76.0
1554,1554,Gujarat,VADODARA,2003,Kharif     ,Urad,13100,10700.0,2,,,,76.0
1555,1555,Gujarat,VADODARA,2003,Rabi       ,Gram,1300,800.0,2,,,,76.0
1556,1556,Gujarat,VADODARA,2003,Rabi       ,Jowar,6100,5400.0,2,,,,76.0
1557,1557,Gujarat,VADODARA,2003,Rabi       ,Other  Rabi pulses,100,100.0,2,,,,76.0
1558,1558,Gujarat,VADODARA,2003,Rabi       ,Rapeseed &Mustard,200,400.0,2,,,,76.0
1559,1559,Gujarat,VADODARA,2003,Rabi       ,Small millets,4700,1800.0,2,,,,76.0
1560,1560,Gujarat,VADODARA,2003,Rabi       ,Wheat,16100,38700.0,2,,,,76.0
1561,1561,Gujarat,VADODARA,2003,Summer     ,Bajra,3300,6000.0,2,,,,76.0
1562,1562,Gujarat,VADODARA,2003,Summer     ,Groundnut,12400,19800.0,3,,,,77.0
1563,1563,Gujarat,VADODARA,2003,Whole Year ,Banana,2600,201800.0,2,,,,76.0
1564,1564,Gujarat,VADODARA,2003,Whole Year ,Dry chillies,600,300.0,2,,,,76.0
1565,1565,Gujarat,VADODARA,2003,Whole Year ,Garlic,100,600.0,3,,,,77.0
1566,1566,Gujarat,VADODARA,2003,Whole Year ,Guar seed,800,600.0,2,,,,76.0
1567,1567,Gujarat,VADODARA,2003,Whole Year ,Onion,100,2400.0,1,,,,74.0
1568,1568,Gujarat,VADODARA,2003,Whole Year ,Potato,700,15700.0,2,,,,76.0
1569,1569,Gujarat,VADODARA,2003,Whole Year ,Sugarcane,2700,194000.0,2,,,,76.0
1570,1570,Gujarat,VADODARA,2003,Whole Year ,Tobacco,12700,15200.0,1,,,,74.0
1571,1571,Gujarat,VADODARA,2004,Kharif     ,Arhar/Tur,76500,73200.0,2,,,,76.0
1572,1572,Gujarat,VADODARA,2004,Kharif     ,Bajra,7700,7400.0,2,,,,76.0
1573,1573,Gujarat,VADODARA,2004,Kharif     ,Castor seed,9700,10200.0,2,,,,76.0
1574,1574,Gujarat,VADODARA,2004,Kharif     ,Cotton(lint),172800,449900.0,2,,,,76.0
1575,1575,Gujarat,VADODARA,2004,Kharif     ,Groundnut,1700,1500.0,3,,,,77.0
1576,1576,Gujarat,VADODARA,2004,Kharif     ,Jowar,4200,6700.0,2,,,,76.0
1577,1577,Gujarat,VADODARA,2004,Kharif     ,Maize,52000,58200.0,2,,,,76.0
1578,1578,Gujarat,VADODARA,2004,Kharif     ,Moong(Green Gram),1900,800.0,2,,,,76.0
1579,1579,Gujarat,VADODARA,2004,Kharif     ,Moth,300,100.0,2,,,,76.0
1580,1580,Gujarat,VADODARA,2004,Kharif     ,Other Cereals & Millets,200,100.0,2,,,,76.0
1581,1581,Gujarat,VADODARA,2004,Kharif     ,Other Kharif pulses,300,200.0,2,,,,76.0
1582,1582,Gujarat,VADODARA,2004,Kharif     ,Rice,52100,54300.0,1,,,,74.0
1583,1583,Gujarat,VADODARA,2004,Kharif     ,Sesamum,1800,600.0,2,,,,76.0
1584,1584,Gujarat,VADODARA,2004,Kharif     ,Small millets,200,100.0,2,,,,76.0
1585,1585,Gujarat,VADODARA,2004,Kharif     ,Urad,11800,7600.0,2,,,,76.0
1586,1586,Gujarat,VADODARA,2004,Rabi       ,Gram,1400,900.0,2,,,,76.0
1587,1587,Gujarat,VADODARA,2004,Rabi       ,Jowar,7300,6400.0,2,,,,76.0
1588,1588,Gujarat,VADODARA,2004,Rabi       ,Other Cereals & Millets,7100,2800.0,2,,,,76.0
1589,1589,Gujarat,VADODARA,2004,Rabi       ,Rapeseed &Mustard,100,200.0,2,,,,76.0
1590,1590,Gujarat,VADODARA,2004,Rabi       ,Small millets,7100,2800.0,2,,,,76.0
1591,1591,Gujarat,VADODARA,2004,Rabi       ,Wheat,16000,36000.0,2,,,,76.0
1592,1592,Gujarat,VADODARA,2004,Summer     ,Bajra,2900,5200.0,2,,,,76.0
1593,1593,Gujarat,VADODARA,2004,Summer     ,Groundnut,13600,22800.0,3,,,,77.0
1594,1594,Gujarat,VADODARA,2004,Whole Year ,Banana,3300,209000.0,2,,,,76.0
1595,1595,Gujarat,VADODARA,2004,Whole Year ,Dry chillies,300,200.0,2,,,,76.0
1596,1596,Gujarat,VADODARA,2004,Whole Year ,Guar seed,500,400.0,2,,,,76.0
1597,1597,Gujarat,VADODARA,2004,Whole Year ,Onion,100,2900.0,1,,,,74.0
1598,1598,Gujarat,VADODARA,2004,Whole Year ,Potato,500,14800.0,2,,,,76.0
1599,1599,Gujarat,VADODARA,2004,Whole Year ,Sugarcane,2300,168000.0,2,,,,76.0
1600,1600,Gujarat,VADODARA,2004,Whole Year ,Tobacco,16700,17200.0,1,,,,74.0
1601,1601,Gujarat,VADODARA,2005,Kharif     ,Arhar/Tur,77800,73900.0,2,,,,76.0
1602,1602,Gujarat,VADODARA,2005,Kharif     ,Bajra,7100,7300.0,2,,,,76.0
1603,1603,Gujarat,VADODARA,2005,Kharif     ,Castor seed,14000,21500.0,2,,,,76.0
1604,1604,Gujarat,VADODARA,2005,Kharif     ,Cotton(lint),178100,463900.0,2,,,,76.0
1605,1605,Gujarat,VADODARA,2005,Kharif     ,Groundnut,1000,1700.0,3,,,,77.0
1606,1606,Gujarat,VADODARA,2005,Kharif     ,Jowar,2800,4900.0,2,,,,76.0
1607,1607,Gujarat,VADODARA,2005,Kharif     ,Maize,52700,75800.0,2,,,,76.0
1608,1608,Gujarat,VADODARA,2005,Kharif     ,Moong(Green Gram),2000,1200.0,2,,,,76.0
1609,1609,Gujarat,VADODARA,2005,Kharif     ,Moth,400,200.0,2,,,,76.0
1610,1610,Gujarat,VADODARA,2005,Kharif     ,Other Kharif pulses,200,100.0,2,,,,76.0
1611,1611,Gujarat,VADODARA,2005,Kharif     ,Rice,53100,61300.0,1,,,,74.0
1612,1612,Gujarat,VADODARA,2005,Kharif     ,Sesamum,1500,600.0,2,,,,76.0
1613,1613,Gujarat,VADODARA,2005,Kharif     ,Urad,13300,12800.0,2,,,,76.0
1614,1614,Gujarat,VADODARA,2005,Rabi       ,Gram,1200,1300.0,2,,,,76.0
1615,1615,Gujarat,VADODARA,2005,Rabi       ,Jowar,5400,5800.0,2,,,,76.0
1616,1616,Gujarat,VADODARA,2005,Rabi       ,Other  Rabi pulses,200,200.0,2,,,,76.0
1617,1617,Gujarat,VADODARA,2005,Rabi       ,Other Cereals & Millets,5900,8000.0,2,,,,76.0
1618,1618,Gujarat,VADODARA,2005,Rabi       ,Rapeseed &Mustard,600,1000.0,2,,,,76.0
1619,1619,Gujarat,VADODARA,2005,Rabi       ,Wheat,15700,35400.0,2,,,,76.0
1620,1620,Gujarat,VADODARA,2005,Summer     ,Bajra,3800,7900.0,2,,,,76.0
1621,1621,Gujarat,VADODARA,2005,Summer     ,Groundnut,10100,16100.0,3,,,,77.0
1622,1622,Gujarat,VADODARA,2005,Whole Year ,Banana,4000,237700.0,2,,,,76.0
1623,1623,Gujarat,VADODARA,2005,Whole Year ,Dry chillies,500,300.0,2,,,,76.0
1624,1624,Gujarat,VADODARA,2005,Whole Year ,Guar seed,400,200.0,2,,,,76.0
1625,1625,Gujarat,VADODARA,2005,Whole Year ,Onion,100,3700.0,1,,,,74.0
1626,1626,Gujarat,VADODARA,2005,Whole Year ,Potato,300,7700.0,2,,,,76.0
1627,1627,Gujarat,VADODARA,2005,Whole Year ,Sugarcane,2400,155000.0,2,,,,76.0
1628,1628,Gujarat,VADODARA,2005,Whole Year ,Tobacco,14200,17400.0,1,,,,74.0
1629,1629,Gujarat,VADODARA,2006,Kharif     ,Arhar/Tur,68900,57700.0,2,,,,76.0
1630,1630,Gujarat,VADODARA,2006,Kharif     ,Bajra,7200,3800.0,2,,,,76.0
1631,1631,Gujarat,VADODARA,2006,Kharif     ,Castor seed,11500,15100.0,2,,,,76.0
1632,1632,Gujarat,VADODARA,2006,Kharif     ,Cotton(lint),185200,415300.0,2,,,,76.0
1633,1633,Gujarat,VADODARA,2006,Kharif     ,Groundnut,1700,1600.0,3,,,,77.0
1634,1634,Gujarat,VADODARA,2006,Kharif     ,Jowar,5300,8200.0,2,,,,76.0
1635,1635,Gujarat,VADODARA,2006,Kharif     ,Maize,53100,50500.0,2,,,,76.0
1636,1636,Gujarat,VADODARA,2006,Kharif     ,Moong(Green Gram),1700,600.0,2,,,,76.0
1637,1637,Gujarat,VADODARA,2006,Kharif     ,Moth,300,100.0,2,,,,76.0
1638,1638,Gujarat,VADODARA,2006,Kharif     ,Other Cereals & Millets,300,200.0,2,,,,76.0
1639,1639,Gujarat,VADODARA,2006,Kharif     ,Other Kharif pulses,8600,5200.0,2,,,,76.0
1640,1640,Gujarat,VADODARA,2006,Kharif     ,Rice,49500,57400.0,1,,,,74.0
1641,1641,Gujarat,VADODARA,2006,Kharif     ,Sesamum,1700,300.0,2,,,,76.0
1642,1642,Gujarat,VADODARA,2006,Kharif     ,Urad,11600,9500.0,2,,,,76.0
1643,1643,Gujarat,VADODARA,2006,Rabi       ,Gram,1700,1900.0,2,,,,76.0
1644,1644,Gujarat,VADODARA,2006,Rabi       ,Jowar,5000,4300.0,2,,,,76.0
1645,1645,Gujarat,VADODARA,2006,Rabi       ,Other  Rabi pulses,100,100.0,2,,,,76.0
1646,1646,Gujarat,VADODARA,2006,Rabi       ,Other Cereals & Millets,5500,7100.0,2,,,,76.0
1647,1647,Gujarat,VADODARA,2006,Rabi       ,Rapeseed &Mustard,500,600.0,2,,,,76.0
1648,1648,Gujarat,VADODARA,2006,Rabi       ,Wheat,23500,52900.0,2,,,,76.0
1649,1649,Gujarat,VADODARA,2006,Summer     ,Bajra,4400,9000.0,2,,,,76.0
1650,1650,Gujarat,VADODARA,2006,Summer     ,Groundnut,9300,18600.0,3,,,,77.0
1651,1651,Gujarat,VADODARA,2006,Whole Year ,Banana,3600,228900.0,2,,,,76.0
1652,1652,Gujarat,VADODARA,2006,Whole Year ,Dry chillies,500,400.0,2,,,,76.0
1653,1653,Gujarat,VADODARA,2006,Whole Year ,Guar seed,400,200.0,2,,,,76.0
1654,1654,Gujarat,VADODARA,2006,Whole Year ,Onion,200,3800.0,1,,,,74.0
1655,1655,Gujarat,VADODARA,2006,Whole Year ,Potato,400,7500.0,2,,,,76.0
1656,1656,Gujarat,VADODARA,2006,Whole Year ,Sugarcane,3200,223000.0,2,,,,76.0
1657,1657,Gujarat,VADODARA,2006,Whole Year ,Tobacco,11400,13500.0,1,,,,74.0
1658,1658,Gujarat,VADODARA,2007,Kharif     ,Arhar/Tur,75700,85800.0,2,,,,76.0
1659,1659,Gujarat,VADODARA,2007,Kharif     ,Bajra,6500,8900.0,2,,,,76.0
1660,1660,Gujarat,VADODARA,2007,Kharif     ,Castor seed,16600,22700.0,2,,,,76.0
1661,1661,Gujarat,VADODARA,2007,Kharif     ,Cotton(lint),173400,456200.0,2,,,,76.0
1662,1662,Gujarat,VADODARA,2007,Kharif     ,Groundnut,1100,1900.0,3,,,,77.0
1663,1663,Gujarat,VADODARA,2007,Kharif     ,Jowar,1900,1800.0,2,,,,76.0
1664,1664,Gujarat,VADODARA,2007,Kharif     ,Maize,51800,91500.0,2,,,,76.0
1665,1665,Gujarat,VADODARA,2007,Kharif     ,Moong(Green Gram),1900,1100.0,2,,,,76.0
1666,1666,Gujarat,VADODARA,2007,Kharif     ,Other Cereals & Millets,700,500.0,2,,,,76.0
1667,1667,Gujarat,VADODARA,2007,Kharif     ,Other Kharif pulses,400,300.0,2,,,,76.0
1668,1668,Gujarat,VADODARA,2007,Kharif     ,Rice,61400,83600.0,1,,,,74.0
1669,1669,Gujarat,VADODARA,2007,Kharif     ,Sesamum,1500,600.0,2,,,,76.0
1670,1670,Gujarat,VADODARA,2007,Kharif     ,Urad,12900,11900.0,2,,,,76.0
1671,1671,Gujarat,VADODARA,2007,Rabi       ,Gram,2200,2200.0,2,,,,76.0
1672,1672,Gujarat,VADODARA,2007,Rabi       ,Jowar,4800,4900.0,2,,,,76.0
1673,1673,Gujarat,VADODARA,2007,Rabi       ,Other  Rabi pulses,300,200.0,2,,,,76.0
