,Unnamed: 0,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,c-type,Rlow,Ravg,Rhigh,Phx10
1674,1674,Gujarat,VADODARA,2007,Rabi       ,Other Cereals & Millets,7800,10200.0,2,,,,76.0
1675,1675,Gujarat,VADODARA,2007,Rabi       ,Rapeseed &Mustard,700,1100.0,2,,,,76.0
1676,1676,Gujarat,VADODARA,2007,Rabi       ,Wheat,30100,77700.0,2,,,,76.0
1677,1677,Gujarat,VADODARA,2007,Summer     ,Bajra,4800,10500.0,2,,,,76.0
1678,1678,Gujarat,VADODARA,2007,Summer     ,Groundnut,16000,26100.0,3,,,,77.0
1679,1679,Gujarat,VADODARA,2007,Whole Year ,Banana,4300,287700.0,2,,,,76.0
1680,1680,Gujarat,VADODARA,2007,Whole Year ,Dry chillies,600,500.0,2,,,,76.0
1681,1681,Gujarat,VADODARA,2007,Whole Year ,Garlic,100,400.0,3,,,,77.0
1682,1682,Gujarat,VADODARA,2007,Whole Year ,Guar seed,700,500.0,2,,,,76.0
1683,1683,Gujarat,VADODARA,2007,Whole Year ,Onion,400,12700.0,1,,,,74.0
1684,1684,Gujarat,VADODARA,2007,Whole Year ,Potato,800,21000.0,2,,,,76.0
1685,1685,Gujarat,VADODARA,2007,Whole Year ,Sugarcane,3900,279000.0,2,,,,76.0
1686,1686,Gujarat,VADODARA,2007,Whole Year ,Tobacco,11600,14600.0,1,,,,74.0
1687,1687,Gujarat,VADODARA,2008,Kharif     ,Arhar/Tur,75900,83800.0,2,,,,76.0
1688,1688,Gujarat,VADODARA,2008,Kharif     ,Bajra,7900,12700.0,2,,,,76.0
1689,1689,Gujarat,VADODARA,2008,Kharif     ,Castor seed,18200,27900.0,2,,,,76.0
1690,1690,Gujarat,VADODARA,2008,Kharif     ,Cotton(lint),166500,554300.0,2,,,,76.0
1691,1691,Gujarat,VADODARA,2008,Kharif     ,Groundnut,1900,2500.0,3,,,,77.0
1692,1692,Gujarat,VADODARA,2008,Kharif     ,Jowar,1700,2100.0,2,,,,76.0
1693,1693,Gujarat,VADODARA,2008,Kharif     ,Maize,48600,101400.0,2,,,,76.0
1694,1694,Gujarat,VADODARA,2008,Kharif     ,Moong(Green Gram),1600,700.0,2,,,,76.0
1695,1695,Gujarat,VADODARA,2008,Kharif     ,Moth,1200,300.0,2,,,,76.0
1696,1696,Gujarat,VADODARA,2008,Kharif     ,Other Kharif pulses,200,100.0,2,,,,76.0
1697,1697,Gujarat,VADODARA,2008,Kharif     ,Rice,60400,67100.0,1,,,,74.0
1698,1698,Gujarat,VADODARA,2008,Kharif     ,Sesamum,1100,400.0,2,,,,76.0
1699,1699,Gujarat,VADODARA,2008,Kharif     ,Tobacco,8100,8300.0,1,,,,74.0
1700,1700,Gujarat,VADODARA,2008,Kharif     ,Urad,13300,10800.0,2,,,,76.0
1701,1701,Gujarat,VADODARA,2008,Rabi       ,Gram,2700,2700.0,2,,,,76.0
1702,1702,Gujarat,VADODARA,2008,Rabi       ,Jowar,3100,3200.0,2,,,,76.0
1703,1703,Gujarat,VADODARA,2008,Rabi       ,Onion,300,8600.0,1,,,,74.0
1704,1704,Gujarat,VADODARA,2008,Rabi       ,Other  Rabi pulses,300,200.0,2,,,,76.0
1705,1705,Gujarat,VADODARA,2008,Rabi       ,Other Cereals & Millets,5800,7500.0,2,,,,76.0
1706,1706,Gujarat,VADODARA,2008,Rabi       ,Rapeseed &Mustard,200,200.0,2,,,,76.0
1707,1707,Gujarat,VADODARA,2008,Rabi       ,Wheat,24400,55300.0,2,,,,76.0
1708,1708,Gujarat,VADODARA,2008,Summer     ,Bajra,3700,4400.0,2,,,,76.0
1709,1709,Gujarat,VADODARA,2008,Summer     ,Groundnut,14600,26200.0,3,,,,77.0
1710,1710,Gujarat,VADODARA,2008,Whole Year ,Banana,3100,210600.0,2,,,,76.0
1711,1711,Gujarat,VADODARA,2008,Whole Year ,Dry chillies,400,300.0,2,,,,76.0
1712,1712,Gujarat,VADODARA,2008,Whole Year ,Potato,400,7800.0,2,,,,76.0
1713,1713,Gujarat,VADODARA,2008,Whole Year ,Sugarcane,6600,461000.0,2,,,,76.0
1714,1714,Gujarat,VADODARA,2009,Kharif     ,Arhar/Tur,72400,75200.0,2,,,,76.0
1715,1715,Gujarat,VADODARA,2009,Kharif     ,Bajra,7900,10200.0,2,,,,76.0
1716,1716,Gujarat,VADODARA,2009,Kharif     ,Castor seed,15600,25400.0,2,,,,76.0
1717,1717,Gujarat,VADODARA,2009,Kharif     ,Cotton(lint),162100,556000.0,2,,,,76.0
1718,1718,Gujarat,VADODARA,2009,Kharif     ,Groundnut,1100,1000.0,3,,,,77.0
1719,1719,Gujarat,VADODARA,2009,Kharif     ,Jowar,2000,1600.0,2,,,,76.0
1720,1720,Gujarat,VADODARA,2009,Kharif     ,Maize,47500,69600.0,2,,,,76.0
1721,1721,Gujarat,VADODARA,2009,Kharif     ,Moong(Green Gram),1500,600.0,2,,,,76.0
1722,1722,Gujarat,VADODARA,2009,Kharif     ,Moth,500,200.0,2,,,,76.0
1723,1723,Gujarat,VADODARA,2009,Kharif     ,Other Kharif pulses,100,100.0,2,,,,76.0
1724,1724,Gujarat,VADODARA,2009,Kharif     ,Rice,52500,47700.0,1,,,,74.0
1725,1725,Gujarat,VADODARA,2009,Kharif     ,Sesamum,1100,400.0,2,,,,76.0
1726,1726,Gujarat,VADODARA,2009,Kharif     ,Tobacco,12200,18500.0,1,,,,74.0
1727,1727,Gujarat,VADODARA,2009,Kharif     ,Urad,14100,8900.0,2,,,,76.0
1728,1728,Gujarat,VADODARA,2009,Rabi       ,Gram,2300,2200.0,2,,,,76.0
1729,1729,Gujarat,VADODARA,2009,Rabi       ,Jowar,4700,5100.0,2,,,,76.0
1730,1730,Gujarat,VADODARA,2009,Rabi       ,Onion,400,11200.0,1,,,,74.0
1731,1731,Gujarat,VADODARA,2009,Rabi       ,Rapeseed &Mustard,200,300.0,2,,,,76.0
1732,1732,Gujarat,VADODARA,2009,Rabi       ,Tobacco,12200,18500.0,1,,,,74.0
1733,1733,Gujarat,VADODARA,2009,Rabi       ,Wheat,20100,51500.0,2,,,,76.0
1734,1734,Gujarat,VADODARA,2009,Summer     ,Bajra,3900,8200.0,2,,,,76.0
1735,1735,Gujarat,VADODARA,2009,Summer     ,Groundnut,7200,13400.0,3,,,,77.0
1736,1736,Gujarat,VADODARA,2009,Whole Year ,Banana,2300,171800.0,2,,,,76.0
1737,1737,Gujarat,VADODARA,2009,Whole Year ,Dry chillies,700,500.0,2,,,,76.0
1738,1738,Gujarat,VADODARA,2009,Whole Year ,Guar seed,400,100.0,2,,,,76.0
1739,1739,Gujarat,VADODARA,2009,Whole Year ,Potato,300,6500.0,2,,,,76.0
1740,1740,Gujarat,VADODARA,2009,Whole Year ,Sugarcane,5600,404000.0,2,,,,76.0
1741,1741,Gujarat,VADODARA,2010,Kharif     ,Arhar/Tur,78500,83300.0,2,,,,76.0
1742,1742,Gujarat,VADODARA,2010,Kharif     ,Bajra,4800,8000.0,2,,,,76.0
1743,1743,Gujarat,VADODARA,2010,Kharif     ,Castor seed,14800,26100.0,2,,,,76.0
1744,1744,Gujarat,VADODARA,2010,Kharif     ,Cotton(lint),166300,661600.0,2,,,,76.0
1745,1745,Gujarat,VADODARA,2010,Kharif     ,Groundnut,800,1600.0,3,,,,77.0
1746,1746,Gujarat,VADODARA,2010,Kharif     ,Jowar,1600,1700.0,2,,,,76.0
1747,1747,Gujarat,VADODARA,2010,Kharif     ,Maize,43300,85500.0,2,,,,76.0
1748,1748,Gujarat,VADODARA,2010,Kharif     ,Moong(Green Gram),1600,700.0,2,,,,76.0
1749,1749,Gujarat,VADODARA,2010,Kharif     ,Moth,400,200.0,2,,,,76.0
1750,1750,Gujarat,VADODARA,2010,Kharif     ,Other Kharif pulses,200,100.0,2,,,,76.0
1751,1751,Gujarat,VADODARA,2010,Kharif     ,Rice,55100,68100.0,1,,,,74.0
1752,1752,Gujarat,VADODARA,2010,Kharif     ,Sesamum,2700,1100.0,2,,,,76.0
1753,1753,Gujarat,VADODARA,2010,Kharif     ,Soyabean,10100,8000.0,2,,,,76.0
1754,1754,Gujarat,VADODARA,2010,Kharif     ,Tobacco,16400,26700.0,1,,,,74.0
1755,1755,Gujarat,VADODARA,2010,Kharif     ,Urad,12300,11500.0,2,,,,76.0
1756,1756,Gujarat,VADODARA,2010,Rabi       ,Gram,1500,2000.0,2,,,,76.0
1757,1757,Gujarat,VADODARA,2010,Rabi       ,Jowar,3900,3900.0,2,,,,76.0
1758,1758,Gujarat,VADODARA,2010,Rabi       ,Maize,63900,131800.0,2,,,,76.0
1759,1759,Gujarat,VADODARA,2010,Rabi       ,Rapeseed &Mustard,300,500.0,2,,,,76.0
1760,1760,Gujarat,VADODARA,2010,Rabi       ,Wheat,47500,132600.0,2,,,,76.0
1761,1761,Gujarat,VADODARA,2010,Summer     ,Bajra,11300,23900.0,2,,,,76.0
1762,1762,Gujarat,VADODARA,2010,Summer     ,Groundnut,38000,58400.0,3,,,,77.0
1763,1763,Gujarat,VADODARA,2010,Summer     ,Maize,17100,34000.0,2,,,,76.0
1764,1764,Gujarat,VADODARA,2010,Summer     ,Moong(Green Gram),4100,2300.0,2,,,,76.0
1765,1765,Gujarat,VADODARA,2010,Summer     ,Urad,3200,2100.0,2,,,,76.0
1766,1766,Gujarat,VADODARA,2010,Whole Year ,Banana,1500,97200.0,2,,,,76.0
1767,1767,Gujarat,VADODARA,2010,Whole Year ,Dry chillies,600,500.0,2,,,,76.0
1768,1768,Gujarat,VADODARA,2010,Whole Year ,Guar seed,300,200.0,2,,,,76.0
1769,1769,Gujarat,VADODARA,2010,Whole Year ,Onion,300,8800.0,1,,,,74.0
1770,1770,Gujarat,VADODARA,2010,Whole Year ,Potato,300,6500.0,2,,,,76.0
1771,1771,Gujarat,VADODARA,2010,Whole Year ,Sugarcane,7700,470000.0,2,,,,76.0
1772,1772,Gujarat,VADODARA,2011,Kharif     ,Arhar/Tur,75100,88300.0,2,,,,76.0
1773,1773,Gujarat,VADODARA,2011,Kharif     ,Bajra,7000,11700.0,2,,,,76.0
1774,1774,Gujarat,VADODARA,2011,Kharif     ,Castor seed,25000,50600.0,2,,,,76.0
1775,1775,Gujarat,VADODARA,2011,Kharif     ,Cotton(lint),196900,639000.0,2,,,,76.0
1776,1776,Gujarat,VADODARA,2011,Kharif     ,Groundnut,2600,4100.0,3,,,,77.0
1777,1777,Gujarat,VADODARA,2011,Kharif     ,Jowar,1500,1700.0,2,,,,76.0
1778,1778,Gujarat,VADODARA,2011,Kharif     ,Maize,44700,86900.0,2,,,,76.0
1779,1779,Gujarat,VADODARA,2011,Kharif     ,Moong(Green Gram),2100,900.0,2,,,,76.0
1780,1780,Gujarat,VADODARA,2011,Kharif     ,Moth,200,100.0,2,,,,76.0
1781,1781,Gujarat,VADODARA,2011,Kharif     ,Other Cereals & Millets,1100,600.0,2,,,,76.0
1782,1782,Gujarat,VADODARA,2011,Kharif     ,Other Kharif pulses,1100,500.0,2,,,,76.0
1783,1783,Gujarat,VADODARA,2011,Kharif     ,Ragi,400,300.0,2,,,,76.0
1784,1784,Gujarat,VADODARA,2011,Kharif     ,Rice,44400,55300.0,1,,,,74.0
1785,1785,Gujarat,VADODARA,2011,Kharif     ,Sesamum,400,200.0,2,,,,76.0
1786,1786,Gujarat,VADODARA,2011,Kharif     ,Soyabean,8000,7000.0,2,,,,76.0
1787,1787,Gujarat,VADODARA,2011,Kharif     ,Tobacco,15300,27000.0,1,,,,74.0
1788,1788,Gujarat,VADODARA,2011,Kharif     ,Urad,13700,11300.0,2,,,,76.0
1789,1789,Gujarat,VADODARA,2011,Rabi       ,Gram,3600,4100.0,2,,,,76.0
1790,1790,Gujarat,VADODARA,2011,Rabi       ,Jowar,5500,8200.0,2,,,,76.0
1791,1791,Gujarat,VADODARA,2011,Rabi       ,Maize,25500,56000.0,2,,,,76.0
1792,1792,Gujarat,VADODARA,2011,Rabi       ,Onion,300,9900.0,1,,,,74.0
1793,1793,Gujarat,VADODARA,2011,Rabi       ,Other  Rabi pulses,100,100.0,2,,,,76.0
1794,1794,Gujarat,VADODARA,2011,Rabi       ,Other Cereals & Millets,17000,17800.0,2,,,,76.0
1795,1795,Gujarat,VADODARA,2011,Rabi       ,Rapeseed &Mustard,400,700.0,2,,,,76.0
1796,1796,Gujarat,VADODARA,2011,Rabi       ,Wheat,47200,128400.0,2,,,,76.0
1797,1797,Gujarat,VADODARA,2011,Summer     ,Bajra,11300,25200.0,2,,,,76.0
1798,1798,Gujarat,VADODARA,2011,Summer     ,Groundnut,38000,63200.0,3,,,,77.0
1799,1799,Gujarat,VADODARA,2011,Summer     ,Maize,10900,24000.0,2,,,,76.0
1800,1800,Gujarat,VADODARA,2011,Summer     ,Moong(Green Gram),1000,600.0,2,,,,76.0
1801,1801,Gujarat,VADODARA,2011,Summer     ,Urad,100,100.0,2,,,,76.0
1802,1802,Gujarat,VADODARA,2011,Whole Year ,Banana,2000,133500.0,2,,,,76.0
1803,1803,Gujarat,VADODARA,2011,Whole Year ,Dry chillies,600,500.0,2,,,,76.0
1804,1804,Gujarat,VADODARA,2011,Whole Year ,Garlic,100,100.0,3,,,,77.0
1805,1805,Gujarat,VADODARA,2011,Whole Year ,Guar seed,500,300.0,2,,,,76.0
1806,1806,Gujarat,VADODARA,2011,Whole Year ,Potato,300,6800.0,2,,,,76.0
1807,1807,Gujarat,VADODARA,2011,Whole Year ,Sugarcane,7000,317000.0,2,,,,76.0
1808,1808,Gujarat,VADODARA,2012,Kharif     ,Arhar/Tur,64100,80800.0,2,,,,76.0
1809,1809,Gujarat,VADODARA,2012,Kharif     ,Bajra,8400,12100.0,2,,,,76.0
1810,1810,Gujarat,VADODARA,2012,Kharif     ,Castor seed,32500,74600.0,2,,,,76.0
1811,1811,Gujarat,VADODARA,2012,Kharif     ,Cotton(lint),203800,844700.0,2,,,,76.0
1812,1812,Gujarat,VADODARA,2012,Kharif     ,Groundnut,200,100.0,3,,,,77.0
1813,1813,Gujarat,VADODARA,2012,Kharif     ,Jowar,1300,1700.0,2,,,,76.0
1814,1814,Gujarat,VADODARA,2012,Kharif     ,Maize,44100,86600.0,2,,,,76.0
1815,1815,Gujarat,VADODARA,2012,Kharif     ,Moong(Green Gram),1700,700.0,2,,,,76.0
1816,1816,Gujarat,VADODARA,2012,Kharif     ,Moth,300,100.0,2,,,,76.0
1817,1817,Gujarat,VADODARA,2012,Kharif     ,Other Cereals & Millets,3500,1000.0,2,,,,76.0
1818,1818,Gujarat,VADODARA,2012,Kharif     ,Other Kharif pulses,600,300.0,2,,,,76.0
1819,1819,Gujarat,VADODARA,2012,Kharif     ,Ragi,400,400.0,2,,,,76.0
1820,1820,Gujarat,VADODARA,2012,Kharif     ,Rice,44600,63200.0,1,,,,74.0
1821,1821,Gujarat,VADODARA,2012,Kharif     ,Sesamum,700,200.0,2,,,,76.0
1822,1822,Gujarat,VADODARA,2012,Kharif     ,Soyabean,3400,2900.0,2,,,,76.0
1823,1823,Gujarat,VADODARA,2012,Kharif     ,Tobacco,4000,6800.0,1,,,,74.0
1824,1824,Gujarat,VADODARA,2012,Kharif     ,Urad,13200,11100.0,2,,,,76.0
1825,1825,Gujarat,VADODARA,2012,Rabi       ,Gram,1300,1300.0,2,,,,76.0
1826,1826,Gujarat,VADODARA,2012,Rabi       ,Jowar,2800,3200.0,2,,,,76.0
1827,1827,Gujarat,VADODARA,2012,Rabi       ,Maize,24600,62700.0,2,,,,76.0
1828,1828,Gujarat,VADODARA,2012,Rabi       ,Onion,300,8100.0,1,,,,74.0
1829,1829,Gujarat,VADODARA,2012,Rabi       ,Other  Rabi pulses,100,100.0,2,,,,76.0
1830,1830,Gujarat,VADODARA,2012,Rabi       ,Other Cereals & Millets,13500,8900.0,2,,,,76.0
1831,1831,Gujarat,VADODARA,2012,Rabi       ,Rapeseed &Mustard,300,500.0,2,,,,76.0
1832,1832,Gujarat,VADODARA,2012,Rabi       ,Wheat,36500,125000.0,2,,,,76.0
1833,1833,Gujarat,VADODARA,2012,Summer     ,Bajra,4700,19400.0,2,,,,76.0
1834,1834,Gujarat,VADODARA,2012,Summer     ,Groundnut,3000,4200.0,3,,,,77.0
1835,1835,Gujarat,VADODARA,2012,Summer     ,Moong(Green Gram),400,300.0,2,,,,76.0
1836,1836,Gujarat,VADODARA,2012,Whole Year ,Banana,2600,172500.0,2,,,,76.0
1837,1837,Gujarat,VADODARA,2012,Whole Year ,Dry chillies,600,500.0,2,,,,76.0
1838,1838,Gujarat,VADODARA,2012,Whole Year ,Garlic,100,100.0,3,,,,77.0
1839,1839,Gujarat,VADODARA,2012,Whole Year ,Guar seed,600,400.0,2,,,,76.0
1840,1840,Gujarat,VADODARA,2012,Whole Year ,Potato,300,7200.0,2,,,,76.0
1841,1841,Gujarat,VADODARA,2012,Whole Year ,Sugarcane,7400,45200.0,2,,,,76.0
1842,1842,Haryana,AMBALA,1997,Kharif     ,Bajra,1000,1000.0,2,0.0,1.0,0.0,74.0
1843,1843,Haryana,AMBALA,1997,Kharif     ,Maize,8000,15000.0,2,0.0,1.0,0.0,74.0
1844,1844,Haryana,AMBALA,1997,Kharif     ,Other Kharif pulses,1000,600.0,2,0.0,1.0,0.0,74.0
1845,1845,Haryana,AMBALA,1997,Kharif     ,Rice,65000,182000.0,1,0.0,1.0,0.0,72.0
1846,1846,Haryana,AMBALA,1997,Rabi       ,Other  Rabi pulses,25000,18000.0,2,0.0,1.0,0.0,74.0
1847,1847,Haryana,AMBALA,1997,Rabi       ,Wheat,72000,226000.0,2,0.0,1.0,0.0,74.0
1848,1848,Haryana,AMBALA,1997,Whole Year ,Sugarcane,12000,580000.0,2,0.0,1.0,0.0,74.0
1849,1849,Haryana,AMBALA,1998,Kharif     ,Arhar/Tur,130,200.0,2,0.0,1.0,0.0,74.0
1850,1850,Haryana,AMBALA,1998,Kharif     ,Bajra,370,,2,0.0,1.0,0.0,74.0
1851,1851,Haryana,AMBALA,1998,Kharif     ,Cotton(lint),25,,2,0.0,1.0,0.0,74.0
1852,1852,Haryana,AMBALA,1998,Kharif     ,Groundnut,17,,3,0.0,1.0,0.0,75.0
1853,1853,Haryana,AMBALA,1998,Kharif     ,Jowar,1,,2,0.0,1.0,0.0,74.0
1854,1854,Haryana,AMBALA,1998,Kharif     ,Maize,5610,11000.0,2,0.0,1.0,0.0,74.0
1855,1855,Haryana,AMBALA,1998,Kharif     ,Moth,1,,2,0.0,1.0,0.0,74.0
1856,1856,Haryana,AMBALA,1998,Kharif     ,Rice,71365,186000.0,1,0.0,1.0,0.0,72.0
1857,1857,Haryana,AMBALA,1998,Kharif     ,Sesamum,6,,2,0.0,1.0,0.0,74.0
1858,1858,Haryana,AMBALA,1998,Kharif     ,Urad,434,100.0,2,0.0,1.0,0.0,74.0
1859,1859,Haryana,AMBALA,1998,Rabi       ,Barley,104,,2,0.0,1.0,0.0,74.0
1860,1860,Haryana,AMBALA,1998,Rabi       ,Gram,108,,2,0.0,1.0,0.0,74.0
1861,1861,Haryana,AMBALA,1998,Rabi       ,Masoor,2675,1900.0,2,0.0,1.0,0.0,74.0
1862,1862,Haryana,AMBALA,1998,Rabi       ,Peas & beans (Pulses),59,100.0,2,0.0,1.0,0.0,74.0
1863,1863,Haryana,AMBALA,1998,Rabi       ,Rapeseed &Mustard,778,1000.0,2,0.0,1.0,0.0,74.0
1864,1864,Haryana,AMBALA,1998,Rabi       ,Sunflower,3321,4100.0,2,0.0,1.0,0.0,74.0
1865,1865,Haryana,AMBALA,1998,Rabi       ,Wheat,74688,284000.0,2,0.0,1.0,0.0,74.0
1866,1866,Haryana,AMBALA,1998,Whole Year ,Dry chillies,116,100.0,2,0.0,1.0,0.0,74.0
1867,1867,Haryana,AMBALA,1998,Whole Year ,Onion,898,12100.0,1,0.0,1.0,0.0,72.0
1868,1868,Haryana,AMBALA,1998,Whole Year ,Potato,2567,40200.0,2,0.0,1.0,0.0,74.0
1869,1869,Haryana,AMBALA,1998,Whole Year ,Sugarcane,14296,700000.0,2,0.0,1.0,0.0,74.0
1870,1870,Haryana,AMBALA,1999,Kharif     ,Arhar/Tur,110,100.0,2,0.0,1.0,0.0,74.0
1871,1871,Haryana,AMBALA,1999,Kharif     ,Bajra,371,0.0,2,0.0,1.0,0.0,74.0
1872,1872,Haryana,AMBALA,1999,Kharif     ,Cotton(lint),25,0.0,2,0.0,1.0,0.0,74.0
1873,1873,Haryana,AMBALA,1999,Kharif     ,Groundnut,6,0.0,3,0.0,1.0,0.0,75.0
1874,1874,Haryana,AMBALA,1999,Kharif     ,Jowar,1,0.0,2,0.0,1.0,0.0,74.0
1875,1875,Haryana,AMBALA,1999,Kharif     ,Maize,5608,14000.0,2,0.0,1.0,0.0,74.0
1876,1876,Haryana,AMBALA,1999,Kharif     ,Rice,72185,206000.0,1,0.0,1.0,0.0,72.0
1877,1877,Haryana,AMBALA,1999,Kharif     ,Sesamum,7,0.0,2,0.0,1.0,0.0,74.0
1878,1878,Haryana,AMBALA,1999,Rabi       ,Barley,67,0.0,2,0.0,1.0,0.0,74.0
1879,1879,Haryana,AMBALA,1999,Rabi       ,Gram,67,0.0,2,0.0,1.0,0.0,74.0
1880,1880,Haryana,AMBALA,1999,Rabi       ,Masoor,1884,1400.0,2,0.0,1.0,0.0,74.0
1881,1881,Haryana,AMBALA,1999,Rabi       ,Peas & beans (Pulses),36,0.0,2,0.0,1.0,0.0,74.0
1882,1882,Haryana,AMBALA,1999,Rabi       ,Rapeseed &Mustard,1588,2000.0,2,0.0,1.0,0.0,74.0
1883,1883,Haryana,AMBALA,1999,Rabi       ,Sunflower,1118,1400.0,2,0.0,1.0,0.0,74.0
1884,1884,Haryana,AMBALA,1999,Rabi       ,Wheat,78420,325000.0,2,0.0,1.0,0.0,74.0
1885,1885,Haryana,AMBALA,1999,Whole Year ,Dry chillies,216,200.0,2,0.0,1.0,0.0,74.0
1886,1886,Haryana,AMBALA,1999,Whole Year ,Onion,680,9800.0,1,0.0,1.0,0.0,72.0
1887,1887,Haryana,AMBALA,1999,Whole Year ,Potato,2556,40200.0,2,0.0,1.0,0.0,74.0
1888,1888,Haryana,AMBALA,1999,Whole Year ,Sugarcane,15007,900000.0,2,0.0,1.0,0.0,74.0
1889,1889,Haryana,AMBALA,2000,Kharif     ,Arhar/Tur,257,300.0,2,0.0,1.0,0.0,74.0
1890,1890,Haryana,AMBALA,2000,Kharif     ,Bajra,473,0.0,2,0.0,1.0,0.0,74.0
1891,1891,Haryana,AMBALA,2000,Kharif     ,Cotton(lint),25,0.0,2,0.0,1.0,0.0,74.0
1892,1892,Haryana,AMBALA,2000,Kharif     ,Groundnut,3,0.0,3,0.0,1.0,0.0,75.0
1893,1893,Haryana,AMBALA,2000,Kharif     ,Maize,4369,10000.0,2,0.0,1.0,0.0,74.0
1894,1894,Haryana,AMBALA,2000,Kharif     ,Rice,71840,217000.0,1,0.0,1.0,0.0,72.0
1895,1895,Haryana,AMBALA,2000,Kharif     ,Sesamum,9,0.0,2,0.0,1.0,0.0,74.0
1896,1896,Haryana,AMBALA,2000,Kharif     ,Urad,411,100.0,2,0.0,1.0,0.0,74.0
1897,1897,Haryana,AMBALA,2000,Rabi       ,Barley,77,0.0,2,0.0,1.0,0.0,74.0
1898,1898,Haryana,AMBALA,2000,Rabi       ,Gram,78,0.0,2,0.0,1.0,0.0,74.0
1899,1899,Haryana,AMBALA,2000,Rabi       ,Masoor,1811,1300.0,2,0.0,1.0,0.0,74.0
1900,1900,Haryana,AMBALA,2000,Rabi       ,Peas & beans (Pulses),61,100.0,2,0.0,1.0,0.0,74.0
1901,1901,Haryana,AMBALA,2000,Rabi       ,Rapeseed &Mustard,1402,1000.0,2,0.0,1.0,0.0,74.0
1902,1902,Haryana,AMBALA,2000,Rabi       ,Sunflower,442,600.0,2,0.0,1.0,0.0,74.0
1903,1903,Haryana,AMBALA,2000,Rabi       ,Wheat,79060,275000.0,2,0.0,1.0,0.0,74.0
1904,1904,Haryana,AMBALA,2000,Whole Year ,Dry chillies,325,400.0,2,0.0,1.0,0.0,74.0
1905,1905,Haryana,AMBALA,2000,Whole Year ,Garlic,6,0.0,3,0.0,1.0,0.0,75.0
1906,1906,Haryana,AMBALA,2000,Whole Year ,Onion,1048,14200.0,1,0.0,1.0,0.0,72.0
1907,1907,Haryana,AMBALA,2000,Whole Year ,Potato,1882,29600.0,2,0.0,1.0,0.0,74.0
1908,1908,Haryana,AMBALA,2000,Whole Year ,Sugarcane,15726,920000.0,2,0.0,1.0,0.0,74.0
1909,1909,Haryana,AMBALA,2000,Whole Year ,Turmeric,5,0.0,2,0.0,1.0,0.0,74.0
1910,1910,Haryana,AMBALA,2001,Kharif     ,Arhar/Tur,294,400.0,2,0.0,1.0,0.0,74.0
1911,1911,Haryana,AMBALA,2001,Kharif     ,Bajra,156,0.0,2,0.0,1.0,0.0,74.0
1912,1912,Haryana,AMBALA,2001,Kharif     ,Cotton(lint),24,,2,0.0,1.0,0.0,74.0
1913,1913,Haryana,AMBALA,2001,Kharif     ,Groundnut,1,0.0,3,0.0,1.0,0.0,75.0
1914,1914,Haryana,AMBALA,2001,Kharif     ,Maize,3762,11000.0,2,0.0,1.0,0.0,74.0
1915,1915,Haryana,AMBALA,2001,Kharif     ,Moong(Green Gram),1,0.0,2,0.0,1.0,0.0,74.0
1916,1916,Haryana,AMBALA,2001,Kharif     ,Moth,1,0.0,2,0.0,1.0,0.0,74.0
1917,1917,Haryana,AMBALA,2001,Kharif     ,Rice,74881,233000.0,1,0.0,1.0,0.0,72.0
1918,1918,Haryana,AMBALA,2001,Kharif     ,Sesamum,1,0.0,2,0.0,1.0,0.0,74.0
1919,1919,Haryana,AMBALA,2001,Kharif     ,Urad,616,100.0,2,0.0,1.0,0.0,74.0
1920,1920,Haryana,AMBALA,2001,Rabi       ,Barley,54,0.0,2,0.0,1.0,0.0,74.0
1921,1921,Haryana,AMBALA,2001,Rabi       ,Gram,113,0.0,2,0.0,1.0,0.0,74.0
1922,1922,Haryana,AMBALA,2001,Rabi       ,Masoor,1777,1300.0,2,0.0,1.0,0.0,74.0
1923,1923,Haryana,AMBALA,2001,Rabi       ,Peas & beans (Pulses),55,100.0,2,0.0,1.0,0.0,74.0
1924,1924,Haryana,AMBALA,2001,Rabi       ,Rapeseed &Mustard,965,1000.0,2,0.0,1.0,0.0,74.0
1925,1925,Haryana,AMBALA,2001,Rabi       ,Wheat,80042,301000.0,2,0.0,1.0,0.0,74.0
1926,1926,Haryana,AMBALA,2001,Whole Year ,Dry chillies,189,200.0,2,0.0,1.0,0.0,74.0
1927,1927,Haryana,AMBALA,2001,Whole Year ,Onion,1571,11800.0,1,0.0,1.0,0.0,72.0
1928,1928,Haryana,AMBALA,2001,Whole Year ,Potato,1698,37500.0,2,0.0,1.0,0.0,74.0
1929,1929,Haryana,AMBALA,2001,Whole Year ,Sugarcane,17294,990000.0,2,0.0,1.0,0.0,74.0
1930,1930,Haryana,AMBALA,2001,Whole Year ,Sweet potato,2,0.0,3,0.0,1.0,0.0,75.0
1931,1931,Haryana,AMBALA,2002,Kharif     ,Arhar/Tur,137,200.0,2,0.0,1.0,0.0,74.0
1932,1932,Haryana,AMBALA,2002,Kharif     ,Bajra,279,0.0,2,0.0,1.0,0.0,74.0
1933,1933,Haryana,AMBALA,2002,Kharif     ,Cotton(lint),16,0.0,2,0.0,1.0,0.0,74.0
1934,1934,Haryana,AMBALA,2002,Kharif     ,Groundnut,9,0.0,3,0.0,1.0,0.0,75.0
1935,1935,Haryana,AMBALA,2002,Kharif     ,Horse-gram,1,0.0,2,0.0,1.0,0.0,74.0
